blockNumber,timestamp, inputAmount,inputInUSD,outputAmount,outputInUSD,slippage,slippageIsAcceptable
12795713,1625697941,100000000000000000000000000,101796518705948507700000000,379907504913964594798625,97459745883182132743462710,0.04449809286353523,false
12795757,1625697985,100000000000000000000000000,101796518705948507700000000,379880484978578268618999,97457137247135248664418135,0.04452605095314155,false
12795801,1625698029,100000000000000000000000000,101796518705948507700000000,379853807645204714818248,97454592616355217524920271,0.04455332450760885,false
12795845,1625698073,100000000000000000000000000,101796518705948507700000000,379827472794890913538722,97452111975249976070633104,0.04457991358670488,false
12795889,1625698117,100000000000000000000000000,101796518705948507700000000,379801480310858187440884,97449695308633296040597162,0.0446058182485678,false
12795933,1625698161,100000000000000000000000000,101796518705948507700000000,379775830078500606524243,97447342601724556410521903,0.04463103854970574,false
12795977,1625698205,100000000000000000000000000,101796518705948507700000000,379750521985383428238086,97445053840148520600939975,0.0446555745449968,false
12796021,1625698249,100000000000000000000000000,101796518705948507700000000,379725555921241572839308,97442829009935122088493691,0.04467942628769017,false
12796065,1625698293,100000000000000000000000000,101796518705948507700000000,379700931777978133955709,97440668097519254903497204,0.04470259382940478,false
12796109,1625698337,100000000000000000000000000,101796518705948507700000000,379676649449662924314156,97438571089740572122118742,0.04472507722013175,false
12796153,1625698381,100000000000000000000000000,101796518705948507700000000,379652708832531056594149,97436537973843289699062375,0.04474687650823195,false
12796197,1625698425,100000000000000000000000000,101796518705948507700000000,379629109824981559368347,97434568737475997731870798,0.04476799174043844,false
12796241,1625698469,100000000000000000000000000,101796518705948507700000000,379605852327576028092696,97432663368691477690552000,0.04478842296185537,false
12796285,1625698513,100000000000000000000000000,101796518705948507700000000,379582936243037311109874,97430821855946526708737850,0.0448081702159584,false
12796329,1625698557,100000000000000000000000000,101796518705948507700000000,379560361476248230630834,97429044188101787805950395,0.04482723354459517,false
12796373,1625698601,100000000000000000000000000,101796518705948507700000000,379538127934250338660271,97427330354421587135224681,0.04484561298798462,false
12796417,1625698645,100000000000000000000000000,101796518705948507700000000,379516235526242707832921,97425680344573777544916847,0.04486330858471832,false
12796461,1625698689,100000000000000000000000000,101796518705948507700000000,379494684163580757128658,97424094148629588514315751,0.04488032037175915,false
12796505,1625698733,100000000000000000000000000,101796518705948507700000000,379473473759775112435406,97422571757063482923541576,0.04489664838444285,false
12796549,1625698777,100000000000000000000000000,101796518705948507700000000,379452604230490501929943,97421113160753020162636679,0.04491229265647689,false
12796593,1625698821,100000000000000000000000000,101796518705948507700000000,379432075493544686247740,97419718350978725660973894,0.04492725321994118,false
12796637,1625698865,100000000000000000000000000,101796518705948507700000000,379411887468907423414026,97418387319423967060937902,0.04494153010528845,false
12796681,1625698909,100000000000000000000000000,101796518705948507700000000,379392040078699468509311,97417120058174836675390616,0.044955123341342995,false
12796725,1625698953,100000000000000000000000000,101796518705948507700000000,379372533247191608043689,97415916559720041105438618,0.04496803295530216,false
12796769,1625698997,100000000000000000000000000,101796518705948507700000000,379353366900803729015257,97414771936628261148118689,0.04498031132455682,false
12796813,1625699041,100000000000000000000000000,101796518705948507700000000,379334396409643233423718,97413655767067073995510403,0.04499228475072958,false
12796857,1625699085,100000000000000000000000000,101796518705948507700000000,379315429223757039382208,97412539344407440255322081,0.0450042611664323,false
12796901,1625699129,100000000000000000000000000,101796518705948507700000000,379296465342217692429006,97411422668665367792465168,0.04501624057168918,false
12796945,1625699173,100000000000000000000000000,101796518705948507700000000,379277504764098097712764,97410305739856840092104400,0.04502822296652531,false
12796989,1625699217,100000000000000000000000000,101796518705948507700000000,379258547488471519814085,97409188557997816099544918,0.04504020835096534,false
12797033,1625699261,100000000000000000000000000,101796518705948507700000000,379239593514411582567210,97408071123104230178503935,0.0450521967250348,false
12797077,1625699305,100000000000000000000000000,101796518705948507700000000,379220642840992268881809,97406953435191992320029282,0.04506418808875945,false
12797121,1625699349,100000000000000000000000000,101796518705948507700000000,379201695467287920564888,97405835494276987935263975,0.045076182442164825,false
12797165,1625699393,100000000000000000000000000,101796518705948507700000000,379182751392373238142796,97404717300375077998313180,0.04508817978527735,false
12797209,1625699437,100000000000000000000000000,101796518705948507700000000,379163810615323280683346,97403598853502098977226788,0.04510018011812367,false
12797253,1625699481,100000000000000000000000000,101796518705948507700000000,379144873135213465618036,97402480153673862951670044,0.045112183440730425,false
12797297,1625699525,100000000000000000000000000,101796518705948507700000000,379125938951119568564392,97401361200906157545129884,0.04512418975312493,false
12797341,1625699569,100000000000000000000000000,101796518705948507700000000,379107008062117723148401,97400241995214745882642331,0.0451361990553345,false
12797385,1625699613,100000000000000000000000000,101796518705948507700000000,379088080467284420827068,97399122536615366637496276,0.04514821134738689,false
12797429,1625699657,100000000000000000000000000,101796518705948507700000000,379069156165696510711067,97398002825123734240215977,0.045160226629310074,false
12797473,1625699701,100000000000000000000000000,101796518705948507700000000,379050235156431199387511,97396882860755538512144749,0.045172244901132474,false
12797517,1625699745,100000000000000000000000000,101796518705948507700000000,379031317438566050742823,97395762643526444899266272,0.04518426616288296,false
12797561,1625699789,100000000000000000000000000,101796518705948507700000000,379012403011178985785712,97394642173452094632151405,0.045196290414589946,false
12797605,1625699833,100000000000000000000000000,101796518705948507700000000,378993491873348282470267,97393521450548104272407818,0.04520831765628319,false
12797649,1625699877,100000000000000000000000000,101796518705948507700000000,378974584024152575519144,97392400474830066214600036,0.045220347887991785,false
12797693,1625699921,100000000000000000000000000,101796518705948507700000000,378955679462670856246872,97391279246313548395160038,0.045232381109746145,false
12797737,1625699965,100000000000000000000000000,101796518705948507700000000,378936778187982472383262,97390157765014094520747662,0.0452444173215758,false
12797781,1625700009,100000000000000000000000000,101796518705948507700000000,378917880199167127896918,97389036030947223725813331,0.045256456523511845,false
12797825,1625700053,100000000000000000000000000,101796518705948507700000000,378898985495304882818864,97387914044128430943224618,0.04526849871558447,false
12797869,1625700097,100000000000000000000000000,101796518705948507700000000,378880094075476153066272,97386791804573186814480475,0.04528054389782499,false
12797913,1625700141,100000000000000000000000000,101796518705948507700000000,378861205938761710266295,97385669312296937506332695,0.0452925920702647,false
12797957,1625700185,100000000000000000000000000,101796518705948507700000000,378842321084242681580016,97384546567315105035515831,0.04530464323293537,false
12798001,1625700229,100000000000000000000000000,101796518705948507700000000,378823439511000549526491,97383423569643087018078942,0.045316697385868965,false
12798045,1625700273,100000000000000000000000000,101796518705948507700000000,378804561218117151806909,97382300319296256763686861,0.04532875452909768,false
12798089,1625700317,100000000000000000000000000,101796518705948507700000000,378785686204674681128852,97381176816289963274855827,0.04534081466265394,false
12798133,1625700361,100000000000000000000000000,101796518705948507700000000,378766814469755685030667,97380053060639531414678250,0.04535287778657082,false
12798177,1625700405,100000000000000000000000000,101796518705948507700000000,378747946012443065705935,97378929052360261626520139,0.04536494390088164,false
12798221,1625700449,100000000000000000000000000,101796518705948507700000000,378729080831820079828060,97377804791467430103472477,0.04537701300561925,false
12798265,1625700493,100000000000000000000000000,101796518705948507700000000,378710218926970338374950,97376680277976288968938417,0.04538908510081807,false
12798309,1625700537,100000000000000000000000000,101796518705948507700000000,378691360296977806453816,97375555511902065799729877,0.04540116018651186,false
12798353,1625700581,100000000000000000000000000,101796518705948507700000000,378672504940926803126066,97374430493259964130876662,0.04541323826273502,false
12798397,1625700625,100000000000000000000000000,101796518705948507700000000,378653652857902001232315,97373305222065163252707284,0.04542531932952221,false
12798441,1625700669,100000000000000000000000000,101796518705948507700000000,378634804046988427217492,97372179698332818234093163,0.04543740338690849,false
12798485,1625700713,100000000000000000000000000,101796518705948507700000000,378615958507271460956064,97371053922078059856675725,0.04544949043492896,false
12798529,1625700757,100000000000000000000000000,101796518705948507700000000,378597116237836835577350,97369927893315994800504394,0.04546158047361959,false
12798573,1625700801,100000000000000000000000000,101796518705948507700000000,378578277237770637290956,97368801612061705483393647,0.04547367350301568,false
12798617,1625700845,100000000000000000000000000,101796518705948507700000000,378559441506159305212308,97367674528449823252188607,0.04548577542749688,false
12798661,1625700889,100000000000000000000000000,101796518705948507700000000,378540609042089631188288,97366546982660352183494600,0.04549788259490262,false
12798705,1625700933,100000000000000000000000000,101796518705948507700000000,378521779844648759622981,97365419616423713722428375,0.04550998811468543,false
12798749,1625700977,100000000000000000000000000,101796518705948507700000000,378502953912924187303528,97364292429698534929124776,0.04552209198716506,false
12798749,1625907785,100000000000000000000000000,101798987686165492900000000,405488368574271124484284,101456970693133073147394420,0.0033710546519951645,true
12798793,1625907848,100000000000000000000000000,101798987686165492900000000,405456835966375011234273,101454309680364282661331840,0.003397371751748368,true
12798837,1625907892,100000000000000000000000000,101798987686165492900000000,405425311787196733614347,101451638188482150948333921,0.003423793877413983,true
12798881,1625907936,100000000000000000000000000,101798987686165492900000000,405393796033121890296387,101448963655562111031972925,0.00345024747410716,true
12798925,1625907980,100000000000000000000000000,101798987686165492900000000,405362288700538218400066,101446286082239317264580523,0.00347673254041303,true
12798969,1625908024,100000000000000000000000000,101798987686165492900000000,405330789785835591865759,101443605469147879990094367,0.0035032490749324907,true
12799013,1625908068,100000000000000000000000000,101798987686165492900000000,405299299285406019828980,101440921816920865980135565,0.0035297970762810937,true
12799057,1625908112,100000000000000000000000000,101798987686165492900000000,405267817195643644996360,101438235126190299041789179,0.003556376543089712,true
12799101,1625908156,100000000000000000000000000,101798987686165492900000000,405236384582263810564015,101435558724868502785815225,0.0035828556165669045,true
12799145,1625908200,100000000000000000000000000,101798987686165492900000000,405204919301624045304939,101432865959080199617703604,0.003609498002678846,true
12799189,1625908244,100000000000000000000000000,101798987686165492900000000,405173462420846814418684,101430170156677746695065618,0.003636171850230019,true
12799233,1625908288,100000000000000000000000000,101798987686165492900000000,405142013936334778755216,101427471318289002812377178,0.0036628771579114705,true
12799277,1625908332,100000000000000000000000000,101798987686165492900000000,405110573844492724638261,101424769444540787023115047,0.003689613924430235,true
12799321,1625908376,100000000000000000000000000,101798987686165492900000000,405079142141727562250431,101422064536058879148440556,0.0037163821485077797,true
12799365,1625908420,100000000000000000000000000,101798987686165492900000000,405047718824448324019867,101419356593468020801221493,0.0037431818288808927,true
12799409,1625908464,100000000000000000000000000,101798987686165492900000000,405016303889066163008404,101416645617391915577267025,0.0037700129643019054,true
12799453,1625908508,100000000000000000000000000,101798987686165492900000000,404984897331994351301241,101413931608453230078870219,0.003796875553537582,true
12799497,1625908552,100000000000000000000000000,101798987686165492900000000,404953499149648278398141,101411214567273594128820802,0.00382376959537023,true
12799541,1625908596,100000000000000000000000000,101798987686165492900000000,404922109338445449606125,101408494494473601891493386,0.0038506950885970337,true
12799585,1625908640,100000000000000000000000000,101798987686165492900000000,404890727894805484433693,101405771390672811913153658,0.0038776520320307206,true
12799629,1625908684,100000000000000000000000000,101798987686165492900000000,404859354815150114986543,101403045256489748441679785,0.003904640424498451,true
12799673,1625908728,100000000000000000000000000,101798987686165492900000000,404827990095903184364803,101400316092541901461389477,0.003931660264843151,true
12799717,1625908772,100000000000000000000000000,101798987686165492900000000,404796633733490645061762,101397583899445727450785663,0.0039587115519224,true
12799761,1625908816,100000000000000000000000000,101798987686165492900000000,404765285724340557364113,101394848677816650399431376,0.003985794284609101,true
12799805,1625908860,100000000000000000000000000,101798987686165492900000000,404733946064883087753692,101392110428269061748701583,0.0040129084617908095,true
12799849,1625908904,100000000000000000000000000,101798987686165492900000000,404702614751550507310717,101389369151416321611236307,0.0040400540823706255,true
12799893,1625908948,100000000000000000000000000,101798987686165492900000000,404671291780777190118531,101386624847870759100733925,0.0040672311452667476,true
12799937,1625908992,100000000000000000000000000,101798987686165492900000000,404639977148999611669833,101383877518243672982806762,0.004094439649412029,true
12799981,1625909036,100000000000000000000000000,101798987686165492900000000,404608670852656347274414,101381127163145332401225778,0.004121679593754424,true
12800025,1625909080,100000000000000000000000000,101798987686165492900000000,404577372888188070468378,101378373783184977379888054,0.004148950977257426,true
12800069,1625909124,100000000000000000000000000,101798987686165492900000000,404546083252037551424861,101375617378970819228789460,0.004176253798899188,true
12800113,1625909168,100000000000000000000000000,101798987686165492900000000,404514801940649655366233,101372857951110041753483594,0.004203588057672736,true
12800157,1625909212,100000000000000000000000000,101798987686165492900000000,404483528950471340977796,101370095500208801345792085,0.0042309537525868635,true
12800201,1625909256,100000000000000000000000000,101798987686165492900000000,404452264277951658822964,101367330026872227652059080,0.004258350882664352,true
12800245,1625909300,100000000000000000000000000,101798987686165492900000000,404421007919541749759929,101364561531704424419141736,0.004285779446943971,true
12800289,1625909344,100000000000000000000000000,101798987686165492900000000,404389759871694843359807,101361790015308470020076092,0.004313239444478922,true
12800333,1625909388,100000000000000000000000000,101798987686165492900000000,404358520130866256326273,101359015478286417757919448,0.004340730874337728,true
12800377,1625909432,100000000000000000000000000,101798987686165492900000000,404327288693513390916668,101356237921239296977162185,0.004368253735603789,true
12800421,1625909476,100000000000000000000000000,101798987686165492900000000,404296065556095733364588,101353457344767113221549779,0.004395808027375381,true
12800465,1625909520,100000000000000000000000000,101798987686165492900000000,404264850715074852303951,101350673749468849171434106,0.004423393748766102,true
12800509,1625909564,100000000000000000000000000,101798987686165492900000000,404233644166914397194534,101347887135942464999777511,0.00445101089890465,true
12800553,1625909608,100000000000000000000000000,101798987686165492900000000,404202445908080096748985,101345097504784899133725368,0.004478659476933933,true
12800597,1625909652,100000000000000000000000000,101798987686165492900000000,404171255935039757361311,101342304856592068734311109,0.004506339482012622,true
12800641,1625909696,100000000000000000000000000,101798987686165492900000000,404140074244263261536828,101339509191958870409022177,0.004534050913314269,true
12800685,1625909740,100000000000000000000000000,101798987686165492900000000,404108900832222566323584,101336710511479180784342732,0.004561793770027078,true
12800729,1625909784,100000000000000000000000000,101798987686165492900000000,404077735695391701745248,101333908815745856978575625,0.004589568051354576,true
12800773,1625909828,100000000000000000000000000,101798987686165492900000000,404046578830246769235464,101331104105350737363842868,0.004617373756515164,true
12800817,1625909872,100000000000000000000000000,101798987686165492900000000,404015430233265940073665,101328296380884641970321640,0.004645210884742124,true
12800861,1625909916,100000000000000000000000000,101798987686165492900000000,403984289900929453822349,101325485642937373363032475,0.004673079435283389,true
12800905,1625909960,100000000000000000000000000,101798987686165492900000000,403953157829719616765821,101322671892097716927154464,0.004700979407402661,true
12800949,1625910004,100000000000000000000000000,101798987686165492900000000,403922034016120800350386,101319855128953441673530997,0.004728910800378072,true
12800993,1625910048,100000000000000000000000000,101798987686165492900000000,403890918456619439626001,101317035354091300663301595,0.004756873613502632,true
12801037,1625910092,100000000000000000000000000,101798987686165492900000000,403859811147704031689378,101314212568097031863701383,0.004784867846084451,true
12801081,1625910136,100000000000000000000000000,101798987686165492900000000,403828712085865134128551,101311386771555358329893584,0.004812893497446735,true
12801125,1625910180,100000000000000000000000000,101798987686165492900000000,403797621267595363468883,101308557965049989156670022,0.004840950566927349,true
12801169,1625910224,100000000000000000000000000,101798987686165492900000000,403766538689389393620525,101305726149163619778467352,0.004869039053879254,true
12801213,1625910268,100000000000000000000000000,101798987686165492900000000,403735464347743954327329,101302891324477933046322085,0.004897158957670289,true
12801257,1625910312,100000000000000000000000000,101798987686165492900000000,403704398239157829617204,101300053491573598939313688,0.00492531027768317,true
12801301,1625910356,100000000000000000000000000,101798987686165492900000000,403673340360131856253914,101297212651030275984378014,0.004953493013315491,true
12801345,1625910400,100000000000000000000000000,101798987686165492900000000,403642290707168922190323,101294368803426611622122002,0.004981707163980165,true
12801389,1625910444,100000000000000000000000000,101798987686165492900000000,403611249276773965023083,101291521949340242308902662,0.005009952729104539,false
12801433,1625910488,100000000000000000000000000,101798987686165492900000000,403580216065453970448758,101288672089347794765924833,0.005038229708131059,false
12801477,1625910532,100000000000000000000000000,101798987686165492900000000,403549191069717970721386,101285819224024886121683922,0.0050665381005170484,false
12801521,1625910576,100000000000000000000000000,101798987686165492900000000,403518174286077043111484,101282963353946124650739808,0.005094877905734707,false
12801565,1625910620,100000000000000000000000000,101798987686165492900000000,403487165711044308366483,101280104479685110405149970,0.005123249123271334,false
12801609,1625910664,100000000000000000000000000,101798987686165492900000000,403456165341134929172595,101277242601814435487769259,0.005151651752628883,false
12801653,1625910708,100000000000000000000000000,101798987686165492900000000,403425173172866108618118,101274377720905685023636596,0.005180085793324185,false
12801697,1625910752,100000000000000000000000000,101798987686165492900000000,403394189202757088658166,101271509837529437503122583,0.005208551244888948,false
12801741,1625910796,100000000000000000000000000,101798987686165492900000000,403363213427329148580830,101268638952255265271515855,0.005237048106870201,false
12801785,1625910840,100000000000000000000000000,101798987686165492900000000,403332245843105603474763,101265765065651735330549692,0.005265576378829184,false
12801829,1625910884,100000000000000000000000000,101798987686165492900000000,403301286446611802698198,101262888178286409873364113,0.005294136060342458,false
12801873,1625910928,100000000000000000000000000,101798987686165492900000000,403270335234375128349382,101260008290725846480493364,0.005322727151001239,false
12801917,1625910972,100000000000000000000000000,101798987686165492900000000,403239392202924993738433,101257125403535599286360465,0.005351349650411619,false
12801961,1625911016,100000000000000000000000000,101798987686165492900000000,403208457348792841860624,101254239517280218979509556,0.00538000355819479,false
12802005,1625911060,100000000000000000000000000,101798987686165492900000000,403177530668512143871077,101251350632523253793494890,0.0054086888739866,false
12802049,1625911104,100000000000000000000000000,101798987686165492900000000,403146612158618397560885,101248458749827249829943335,0.00543740559743755,false
12802093,1625911148,100000000000000000000000000,101798987686165492900000000,403115701815649125834637,101245563869753751534957568,0.005466153728213685,false
12802137,1625911192,100000000000000000000000000,101798987686165492900000000,403084799636143875189369,101242665992863302723820040,0.005494933265994817,false
12802181,1625911236,100000000000000000000000000,101798987686165492900000000,403053905616644214194922,101239765119715446404119597,0.005523744210476744,false
12802225,1625911280,100000000000000000000000000,101798987686165492900000000,403023019753693731975711,101236861250868726111990863,0.005552586561369255,false
12802269,1625911324,100000000000000000000000000,101798987686165492900000000,402992142043838036693902,101233954386880685884458044,0.0055814603183972356,false
12802313,1625911368,100000000000000000000000000,101798987686165492900000000,402961272483624754034006,101231044528307871080829484,0.005610365481300672,false
12802357,1625911412,100000000000000000000000000,101798987686165492900000000,402930411069603525688864,101228131675705828867360382,0.005639302049833983,false
12802401,1625911456,100000000000000000000000000,101798987686165492900000000,402899557798326007847051,101225215829629108937075512,0.005668270023766464,false
12802445,1625911500,100000000000000000000000000,101798987686165492900000000,402868712666345869681673,101222296990631263633204989,0.005697269402882732,false
12802489,1625911544,100000000000000000000000000,101798987686165492900000000,402837875670218791840575,101219375159264849007466654,0.005726300186981392,false
12802533,1625911588,100000000000000000000000000,101798987686165492900000000,402807046806502464937938,101216450336081424962831760,0.005755362375876594,false
12802577,1625911632,100000000000000000000000000,101798987686165492900000000,402776226071756588047284,101213522521631556195864458,0.005784455969396918,false
12802621,1625911676,100000000000000000000000000,101798987686165492900000000,402745413462542867195871,101210591716464812311873372,0.005813580967385601,false
12802665,1625911720,100000000000000000000000000,101798987686165492900000000,402714608975425013860490,101207657921129768738945325,0.005842737369701201,false
12802709,1625911764,100000000000000000000000000,101798987686165492900000000,402683812606968743464647,101204721136174006943011988,0.005871925176216708,false
12802753,1625911808,100000000000000000000000000,101798987686165492900000000,402653024353741773877143,101201781362144115318057594,0.005901144386819768,false
12802797,1625911852,100000000000000000000000000,101798987686165492900000000,402622244212313823912049,101198838599585689469206094,0.005930395001413125,false
12802841,1625911896,100000000000000000000000000,101798987686165492900000000,402591472179256611830056,101195892849043332812878600,0.0059596770199144,false
12802885,1625911940,100000000000000000000000000,101798987686165492900000000,402560708251143853841226,101192944111060657200859092,0.005988990442255426,false
12802929,1625911984,100000000000000000000000000,101798987686165492900000000,402529952424551262609121,101189992386180283418845095,0.006018335268383579,false
12802973,1625912028,100000000000000000000000000,101798987686165492900000000,402499204696056545756323,101187037674943841616964550,0.006047711498260222,false
12803017,1625912072,100000000000000000000000000,101798987686165492900000000,402468465062239404371327,101184079977891971980197351,0.006077119131862263,false
12803061,1625912116,100000000000000000000000000,101798987686165492900000000,402437733519681531516825,101181119295564325202243509,0.006106558169180598,false
12803105,1625912160,100000000000000000000000000,101798987686165492900000000,402407010064966610739366,101178155628499563133289600,0.006136028610221667,false
12803149,1625912204,100000000000000000000000000,101798987686165492900000000,402376294694680314580388,101175188977235359083795383,0.0061655304550061185,false
12803193,1625912248,100000000000000000000000000,101798987686165492900000000,402345587405410303088639,101172219342308398517767184,0.006195063703569481,false
12803237,1625912292,100000000000000000000000000,101798987686165492900000000,402314888193746222333964,101169246724254379626728767,0.006224628355961936,false
12803281,1625912336,100000000000000000000000000,101798987686165492900000000,402284197056279702922464,101166271123608013726708559,0.006254224412248988,false
12803325,1625912380,100000000000000000000000000,101798987686165492900000000,402253513989604358513036,101163292540903025927435344,0.006283851872510349,false
12803369,1625912424,100000000000000000000000000,101798987686165492900000000,402222838990315784335274,101160310976672155391137792,0.006313510736840389,false
12803413,1625912468,100000000000000000000000000,101798987686165492900000000,402192172055011555708745,101157326431447156259979752,0.0063432010053485754,false
12803457,1625912512,100000000000000000000000000,101798987686165492900000000,402161513180291226563631,101154338905758797842611254,0.006372922678159032,false
12803501,1625912556,100000000000000000000000000,101798987686165492900000000,402130862362756327962732,101151348400136865325593002,0.006402675755410314,false
12803545,1625912600,100000000000000000000000000,101798987686165492900000000,402100219599010366624841,101148354915110160246594598,0.006432460237256299,false
12803589,1625912644,100000000000000000000000000,101798987686165492900000000,402069584885658823449476,101145358451206500919786963,0.006462276123864852,false
12803633,1625912688,100000000000000000000000000,101798987686165492900000000,402038958219309152042978,101142359008952723214877316,0.006492123415419382,false
12803677,1625912732,100000000000000000000000000,101798987686165492900000000,402008339596570777245962,101139356588874680624568417,0.006522002112117065,false
12803721,1625912776,100000000000000000000000000,101798987686165492900000000,401977729014055093662131,101136351191497245381802008,0.006551912214170841,false
12803765,1625912820,100000000000000000000000000,101798987686165492900000000,401947126468375464188449,101133342817344308426412173,0.00658185372180764,false
12803809,1625912864,100000000000000000000000000,101798987686165492900000000,401916531956147218546661,101130331466938780306834744,0.006611826635269269,false
12803853,1625912908,100000000000000000000000000,101798987686165492900000000,401885945473987651816177,101127317140802591456861825,0.006641830954812189,false
12803897,1625912952,100000000000000000000000000,101798987686165492900000000,401855367018516022968296,101124299839456692788406141,0.006671866680707961,false
12803941,1625912996,100000000000000000000000000,101798987686165492900000000,401824796586353553401792,101121279563421056322926302,0.006701933813242578,false
12803985,1625913040,100000000000000000000000000,101798987686165492900000000,401794234174123425479844,101118256313214675472309104,0.006732032352716244,false
12804029,1625913084,100000000000000000000000000,101798987686165492900000000,401763679778450781068312,101115230089355565745849960,0.006762162299444707,false
12804073,1625913128,100000000000000000000000000,101798987686165492900000000,401733133395962720075362,101112200892360765169953470,0.006792323653758148,false
12804117,1625913172,100000000000000000000000000,101798987686165492900000000,401702595023288298992434,101109168722746334727945774,0.006822516416000957,false
12804161,1625913216,100000000000000000000000000,101798987686165492900000000,401672064657058529436554,101106133581027359099930309,0.006852740586533068,false
12804205,1625913260,100000000000000000000000000,101798987686165492900000000,401641542293906376693987,101103095467717947072367420,0.0068829961657281835,false
12804249,1625913304,100000000000000000000000000,101798987686165492900000000,401611027930466758265232,101100054383331231647164260,0.006913283153975103,false
12804293,1625913348,100000000000000000000000000,101798987686165492900000000,401580521563376542411349,101097010328379371327620558,0.006943601551677725,false
12804337,1625913392,100000000000000000000000000,101798987686165492900000000,401550023189274546701636,101093963303373549881239205,0.00697395135925416,false
12804381,1625913436,100000000000000000000000000,101798987686165492900000000,401519532804801536562624,101090913308823977288959922,0.007004332577136951,false
12804425,1625913480,100000000000000000000000000,101798987686165492900000000,401489050406600223828425,101087860345239890091766344,0.00703474520577374,false
12804469,1625913524,100000000000000000000000000,101798987686165492900000000,401458575991315265292395,101084804413129551849049839,0.007065189245626824,false
12804513,1625913568,100000000000000000000000000,101798987686165492900000000,401428109555593261260144,101081745513000253823158728,0.007095664697173154,false
12804557,1625913612,100000000000000000000000000,101798987686165492900000000,401397651096082754103862,101078683645358315178912363,0.007126171560904115,false
12804601,1625913656,100000000000000000000000000,101798987686165492900000000,401367200609434226817984,101075618810709083805573233,0.00715670983732597,false
12804645,1625913700,100000000000000000000000000,101798987686165492900000000,401336758092300101576174,101072551009556936515288105,0.007187279526959411,false
12804689,1625913744,100000000000000000000000000,101798987686165492900000000,401306323541334738289640,101069480242405279795398456,0.007217880630340234,false
12804733,1625913788,100000000000000000000000000,101798987686165492900000000,401275896953194433166766,101066406509756550198638599,0.007248513148018443,false
12804777,1625913832,100000000000000000000000000,101798987686165492900000000,401245478324537417274075,101063329812112214754689304,0.007279177080558696,false
12804821,1625913876,100000000000000000000000000,101798987686165492900000000,401215067652023855098506,101060250149972771407915376,0.0073098724285407535,false
12804865,1625913920,100000000000000000000000000,101798987686165492900000000,401184664932315843111012,101057167523837750012008416,0.007340599192558583,false
12804909,1625913964,100000000000000000000000000,101798987686165492900000000,401154270162077408331478,101054081934205712013400998,0.0073713573732210325,false
12804953,1625914008,100000000000000000000000000,101798987686165492900000000,401123883337974506894952,101050993381574251591842454,0.007402146971151158,false
12804997,1625914052,100000000000000000000000000,101798987686165492900000000,401093504456675022619193,101047901866439995996289870,0.007432967986987338,false
12805041,1625914096,100000000000000000000000000,101798987686165492900000000,401063133514848765573537,101044807389298605644999539,0.007463820421382383,false
12805085,1625914140,100000000000000000000000000,101798987686165492900000000,401032770509167470649062,101041709950644775307186697,0.0074947042750030946,false
12805129,1625914184,100000000000000000000000000,101798987686165492900000000,401002415436304796130080,101038609550972233933360076,0.0075256195485318145,false
12805173,1625914228,100000000000000000000000000,101798987686165492900000000,400972068292936322266923,101035506190773745527022049,0.007556566242664653,false
12805217,1625914272,100000000000000000000000000,101798987686165492900000000,400941729075739549850052,101032399870541109407396070,0.007587544358113485,false
12805261,1625914316,100000000000000000000000000,101798987686165492900000000,400911397781393898785454,101029290590765160884954573,0.007618553895603508,false
12805305,1625914360,100000000000000000000000000,101798987686165492900000000,400881074406580706671363,101026178351935771597942496,0.007649594855875463,false
12805349,1625914404,100000000000000000000000000,101798987686165492900000000,400850758947983227376269,101023063154541850091147244,0.007680667239684302,false
12805393,1625914448,100000000000000000000000000,101798987686165492900000000,400820451402286629618238,101019944999071342149676900,0.0077117710477996315,false
12805437,1625914492,100000000000000000000000000,101798987686165492900000000,400790151766177995545528,101016823886011231428233544,0.007742906281005935,false
12805481,1625914536,100000000000000000000000000,101798987686165492900000000,400759860036346319318507,101013699815847539829887135,0.007774072940101906,false
12805525,1625914580,100000000000000000000000000,101798987686165492900000000,400729576209482505692865,101010572789065328085520346,0.007805271025901117,false
12805569,1625914624,100000000000000000000000000,101798987686165492900000000,400699300282279368604125,101007442806148696184144364,0.007836500539231572,false
12805613,1625914668,100000000000000000000000000,101798987686165492900000000,400669032251431629753447,101004309867580783538730980,0.007867761480936375,false
12805657,1625914712,100000000000000000000000000,101798987686165492900000000,400638772113635917194729,101001173973843770091647661,0.007899053851872395,false
12805701,1625914756,100000000000000000000000000,101798987686165492900000000,400608519865590763922994,100998035125418876285574273,0.007930377652911824,false
12805745,1625914800,100000000000000000000000000,101798987686165492900000000,400578275503996606464069,100994893322786363665078643,0.007961732884940842,false
12805789,1625914844,100000000000000000000000000,101798987686165492900000000,400548039025555783465559,100991748566425535280113257,0.007993119548861172,false
12805833,1625914888,100000000000000000000000000,101798987686165492900000000,400517810426972534289100,100988600856814736425415526,0.00802453764558786,false
12805877,1625914932,100000000000000000000000000,101798987686165492900000000,400487589704952997603902,100985450194431354739698835,0.008055987176051715,false
12805921,1625914976,100000000000000000000000000,101798987686165492900000000,400457376856205209981580,100982296579751820988195639,0.008087468141197318,false
12805965,1625915020,100000000000000000000000000,101798987686165492900000000,400427171877439104492260,100979140013251609181100943,0.008118980541984122,false
12806009,1625915064,100000000000000000000000000,101798987686165492900000000,400396974765366509301975,100975980495405237384605979,0.008150524379386459,false
